REQUESTED_FRE_ID;PHOTONIC_SERVICE_ID;FREQUENCY;WIDTH;WAVELENGTH;CHANNEL
-5225853233919741832;3720375673406237944-snc::controlPlane;195.200000;59.000;1535.82;CH-15
-5225853233919741832;;;;;
-5225853233919741832;-2069650281965119598;192.650000;37.500;1556.15;CH-66
-5225853233919741832;-7680953685521415245-snc::controlPlane;194.100000;37.500;1544.53;CH-37
-5225853233919741832;;;;;
-5968188472255372383;;;;;
-5968188472255372383;3720375673406237944-snc::controlPlane;195.200000;59.000;1535.82;CH-15
-5968188472255372383;-3005198451550053945-snc::controlPlane;195.850000;101.800;1530.72;CH-2
-5968188472255372383;-2069650281965119598;192.650000;37.500;1556.15;CH-66
-5968188472255372383;;;;;
-5968188472255372383;-3729601293931930452;195.350000;37.5;1534.64;CH-12
-5968188472255372383;-2280020499188876342;195.450000;37.5;1533.86;CH-10
-6083913352095471135;;;;;
-6083913352095471135;-6335071299142812468;195.400000;37.5;1534.25;CH-11
-6083913352095471135;6874731207834118473-snc::controlPlane;196.087500;37.500;;
-6083913352095471135;;;;;
-6083913352095471135;6441428408112488886;193.300000;37.5;1550.92;CH-53
-6083913352095471135;-8832444057281726131-snc::controlPlane;195.550000;59.000;1533.07;CH-8
-6083913352095471135;9038606849305190295-snc::controlPlane;193.200000;37.500;1551.72;CH-55
-6083913352095471135;4605396676815691798-snc::controlPlane;191.950000;37.500;1561.83;CH-80
-6083913352095471135;-415940517515033670;195.200000;37.5;1535.82;CH-15
-6083913352095471135;2886311064373298057;195.300000;37.5;1535.04;CH-13
-6083913352095471135;6905522341586685944-snc::controlPlane;195.850000;101.800;1530.72;CH-2
-6083913352095471135;5023027271737781951;195.350000;37.5;1534.64;CH-12
-6083913352095471135;1408628611394293437;193.500000;37.500;1549.32;CH-49
-6083913352095471135;-4651170889898275739;195.250000;37.5;1535.43;CH-14
-6083913352095471135;;;;;
-6083913352095471135;;;;;
-6083913352095471135;-7231239132366988608;195.150000;37.5;1536.22;CH-16
-6083913352095471135;6963215757405218308;194.900000;37.5;1538.19;CH-21
-6083913352095471135;;;;;
-6342283591315504609;-8318624620631280924-snc::controlPlane;195.400000;59.000;1534.25;CH-11
-6342283591315504609;5023420224856767973;193.500000;37.5;1549.32;CH-49
-6342283591315504609;-6399999349255870803;193.400000;37.5;1550.12;CH-51
-6342283591315504609;1011278200542409981;193.550000;37.5;1548.91;CH-48
-6342283591315504609;4825872071134016992-snc::controlPlane;195.500000;59.000;1533.47;CH-9
-6342283591315504609;4545413272986005737;195.750000;37.5;1531.51;CH-4
-6342283591315504609;7416657178447685365;193.700000;37.5;1547.72;CH-45
-6342283591315504609;-1891800805037145160;192.400000;37.5;1558.17;CH-71
-6342283591315504609;-5273544505050637382-snc::controlPlane;192.800000;37.500;1554.94;CH-63
-6342283591315504609;-4391236606994737598-snc::controlPlane;192.100000;37.500;1560.61;CH-77
-6342283591315504609;;;;;
-6342283591315504609;-8465115762198201155;194.000000;37.5;1545.32;CH-39
-6342283591315504609;-3137792379748156953;192.650000;37.5;1556.15;CH-66
-6342283591315504609;;;;;
-6342283591315504609;4011116753171550191-snc::controlPlane;193.337500;59.000;;
-6342283591315504609;;;;;
-6342283591315504609;;;;;
-6342283591315504609;;;;;
-6342283591315504609;6138304434621367776-snc::controlPlane;192.700000;37.500;1555.75;CH-65
-6342283591315504609;;;;;
-6342283591315504609;-9177426960902393720-snc::controlPlane;193.600000;37.500;1548.51;CH-47
-6342283591315504609;;;;;
-6342283591315504609;-7555573495072432143-snc::controlPlane;195.968750;101.800;;
-6342283591315504609;419757951841298881-snc::controlPlane;194.550000;101.800;1540.95;CH-28
-6342283591315504609;;;;;
-6342283591315504609;2343816892306886023;196.050000;37.5;1529.16;CH-94
-6342283591315504609;;;;;
-6342283591315504609;-8137643980727747504-snc::controlPlane;193.150000;37.500;1552.12;CH-56
-6342283591315504609;;;;;
-6342283591315504609;-4491090444898274481;192.150000;37.500;1560.2;CH-76
-6342283591315504609;-6607602561722026802;191.850000;37.5;1562.64;CH-82
-6342283591315504609;;;;;
-6342283591315504609;-6134761357318131342;193.200000;37.5;1551.72;CH-55
-6342283591315504609;5031330700812503065-snc::controlPlane;195.675000;59.000;;
-6342283591315504609;2684853105157595934-snc::controlPlane;194.150000;101.800;1544.13;CH-36
-6342283591315504609;-2179690885883656951-snc::controlPlane;195.587500;59.000;;
-6342283591315504609;;;;;
-6342283591315504609;-2995634562745402262;196.100000;37.5;1528.77;CH-93
-6342283591315504609;;;;;
-6342283591315504609;;;;;
-6342283591315504609;6473694106598191665;195.200000;37.5;1535.82;CH-15
-6342283591315504609;-9090545115367141883;193.850000;37.5;1546.52;CH-42
-6342283591315504609;-8749384279531807931-snc::controlPlane;194.450000;37.500;1541.75;CH-30
-6342283591315504609;7312867149988299757;192.900000;37.5;1554.13;CH-61
-6342283591315504609;-5214761039715918785;193.450000;37.5;1549.72;CH-50
-6342283591315504609;-4689329977446562738;193.900000;37.500;1546.12;
-6342283591315504609;5922782591996576539;195.150000;37.5;1536.22;CH-16
-6342283591315504609;-7595070250042290280;192.450000;37.5;1557.77;CH-70
-6443471544027027707;-3005198451550053945-snc::controlPlane;195.850000;101.800;1530.72;CH-2
-6443471544027027707;-3729601293931930452;195.350000;37.5;1534.64;CH-12
-6443471544027027707;-2280020499188876342;195.450000;37.5;1533.86;CH-10
-6443471544027027707;3720375673406237944-snc::controlPlane;195.200000;59.000;1535.82;CH-15
-6443471544027027707;;;;;
-6443471544027027707;-2069650281965119598;192.650000;37.500;1556.15;CH-66
-6443471544027027707;;;;;
-6458192966701666801;-2554100548382252332-snc::controlPlane;191.556250;101.800;;
-6458192966701666801;cd20433f-f2e2-4526-a896-a8890b97142f;193.650000;37.500;1548.11;CH-46
-6458192966701666801;;;;;
-6458192966701666801;;;;;
-6458192966701666801;-1133917800968559438;193.500000;37.5;1549.32;CH-49
-6458192966701666801;5714256d-46ac-444e-b131-4f03766913d4;195.250000;59.000;1535.43;CH-14
-6458192966701666801;-6314292512769972130;195.000000;37.5;1537.4;CH-19
-6458192966701666801;;;;;
-6458192966701666801;;;;;
-6458192966701666801;cbb96c3f-7c78-4d78-83bb-9586b5376421;194.550000;37.500;1540.95;CH-28
-6458192966701666801;-769094962955797907-snc::controlPlane;196.018750;101.800;;
-6458192966701666801;;;;;
-6458192966701666801;-1496200477267385155-snc::controlPlane;193.050000;37.500;1552.93;CH-58
-6458192966701666801;;;;;
-6458192966701666801;;;;;
-6458192966701666801;-3226727853462410173;193.600000;37.5;1548.51;CH-47
-6458192966701666801;;;;;
-6458192966701666801;;;;;
-6458192966701666801;;;;;
-6458192966701666801;e9a1ef6c-b3fb-46e7-86dd-9515ecabc483;195.188500;59.000;;
-6458192966701666801;-1374163676289171912-snc::controlPlane;193.156250;101.800;;
-6458192966701666801;4364527165275798647;193.400000;37.500;1550.12;CH-51
-6458192966701666801;2cec7881-cc66-48f2-944e-e3ce2d836d23;194.850000;37.500;1538.58;CH-22
-6458192966701666801;5309425777019187137-snc::controlPlane;191.668750;101.800;;
-6458192966701666801;2836878345987666081;193.700000;37.5;1547.72;CH-45
-6458192966701666801;;;;;
-6458192966701666801;804d9ca8-4daf-4b7e-b23f-a283394717e2;191.900000;37.500;1562.23;CH-81
-6458192966701666801;a2503cda-c38e-425d-91b5-fdf11c311ee5;194.150000;37.500;1544.13;CH-36
-6458192966701666801;7692784684120185465;193.850000;37.5;1546.52;CH-42
-6458192966701666801;;;;;
-6458192966701666801;;;;;
-6458192966701666801;;;;;
-6458192966701666801;-4562733183509062553;192.550000;37.5;1556.96;CH-68
-6458192966701666801;-4029656130207138954-snc::controlPlane;191.350000;37.500;1566.72;CH-92
-6458192966701666801;bf6237a9-00e2-4553-ab99-d2d08fa51787;192.850000;37.500;1554.54;CH-62
-6458192966701666801;d39d0eb0-b968-400a-a9ea-28eb58b0f9f6;194.100000;37.500;1544.53;CH-37
-6458192966701666801;-7775388524918637121;193.800000;37.5;1546.92;CH-43
-6458192966701666801;;;;;
-6458192966701666801;7fd07296-af22-410d-a5f7-4f9b632fac4b;195.311500;59.000;;
-6458192966701666801;106346215090786980;191.850000;37.5;1562.64;CH-82
-6458192966701666801;;;;;
-6458192966701666801;7511150230446362245;192.600000;37.5;1556.55;CH-67
-6458192966701666801;4894558473257078107;192.400000;37.5;1558.17;CH-71
-6458192966701666801;;;;;
-6458192966701666801;5d33ba51-336d-4d46-b8f9-ba280fa22725;192.200000;59.000;1559.79;CH-75
-6458192966701666801;-5151973031856185206-snc::controlPlane;194.631250;101.800;;
-6458192966701666801;8653487485847249511-snc::controlPlane;195.450000;101.800;1533.86;CH-10
-6458192966701666801;;;;;
-6458192966701666801;4186971005375542153-snc::controlPlane;193.287500;59.000;;
-6934544171264942517;419757951841298881-snc::controlPlane;194.550000;101.800;1540.95;CH-28
-6934544171264942517;-8465115762198201155;194.000000;37.5;1545.32;CH-39
-6934544171264942517;-8318624620631280924-snc::controlPlane;195.400000;59.000;1534.25;CH-11
-6934544171264942517;-7424829234677332349-snc::controlPlane;192.450000;59.000;1557.77;CH-70
-6934544171264942517;2684853105157595934-snc::controlPlane;194.150000;101.800;1544.13;CH-36
-6934544171264942517;cd20433f-f2e2-4526-a896-a8890b97142f;193.650000;37.500;1548.11;CH-46
-6934544171264942517;-2179690885883656951-snc::controlPlane;195.587500;59.000;;
-6934544171264942517;;;;;
-6934544171264942517;;;;;
-6934544171264942517;;;;;
-6934544171264942517;;;;;
-6934544171264942517;-8137643980727747504-snc::controlPlane;193.150000;37.500;1552.12;CH-56
-6934544171264942517;;;;;
-6934544171264942517;;;;;
-6934544171264942517;2208275095458123170;193.450000;37.5;1549.72;CH-50
-6934544171264942517;8287853772381671323;193.600000;37.5;1548.51;CH-47
-6934544171264942517;-9090545115367141883;193.850000;37.5;1546.52;CH-42
-6934544171264942517;3788582245418993392;192.900000;37.5;1554.13;CH-61
-6934544171264942517;7769556272936361374;192.100000;37.500;1560.61;CH-77
-6934544171264942517;4942645699981026196-snc::controlPlane;192.950000;37.500;1553.73;CH-60
-6934544171264942517;-4689329977446562738;193.900000;37.500;1546.12;
-6934544171264942517;;;;;
-6934544171264942517;;;;;
-7273063670160587206;-7555573495072432143-snc::controlPlane;195.968750;101.800;;
-7273063670160587206;-9090545115367141883;193.850000;37.5;1546.52;CH-42
-7273063670160587206;-4689329977446562738;193.900000;37.500;1546.12;
-7273063670160587206;4545413272986005737;195.750000;37.5;1531.51;CH-4
-7273063670160587206;7416657178447685365;193.700000;37.5;1547.72;CH-45
-7273063670160587206;4825872071134016992-snc::controlPlane;195.500000;59.000;1533.47;CH-9
-7273063670160587206;5922782591996576539;195.150000;37.5;1536.22;CH-16
-7273063670160587206;-8318624620631280924-snc::controlPlane;195.400000;59.000;1534.25;CH-11
-7273063670160587206;1011278200542409981;193.550000;37.5;1548.91;CH-48
-7273063670160587206;4011116753171550191-snc::controlPlane;193.337500;59.000;;
-7273063670160587206;5023420224856767973;193.500000;37.5;1549.32;CH-49
-7273063670160587206;;;;;
-7273063670160587206;;;;;
-7273063670160587206;;;;;
-7273063670160587206;6138304434621367776-snc::controlPlane;192.700000;37.500;1555.75;CH-65
-7273063670160587206;-9177426960902393720-snc::controlPlane;193.600000;37.500;1548.51;CH-47
-7273063670160587206;;;;;
-7273063670160587206;-6399999349255870803;193.400000;37.5;1550.12;CH-51
-7273063670160587206;-8465115762198201155;194.000000;37.5;1545.32;CH-39
-7273063670160587206;;;;;
-7273063670160587206;;;;;
-7273063670160587206;6473694106598191665;195.200000;37.5;1535.82;CH-15
-7273063670160587206;-6134761357318131342;193.200000;37.5;1551.72;CH-55
-7273063670160587206;5031330700812503065-snc::controlPlane;195.675000;59.000;;
-7273063670160587206;2343816892306886023;196.050000;37.5;1529.16;CH-94
-7273063670160587206;;;;;
-7273063670160587206;;;;;
-7273063670160587206;-8749384279531807931-snc::controlPlane;194.450000;37.500;1541.75;CH-30
-7273063670160587206;;;;;
-7273063670160587206;-8137643980727747504-snc::controlPlane;193.150000;37.500;1552.12;CH-56
-7273063670160587206;-5273544505050637382-snc::controlPlane;192.800000;37.500;1554.94;CH-63
-7273063670160587206;-1891800805037145160;192.400000;37.5;1558.17;CH-71
-7273063670160587206;971980045483606438;192.650000;37.5;1556.15;CH-66
-7273063670160587206;-6607602561722026802;191.850000;37.5;1562.64;CH-82
-7273063670160587206;-7595070250042290280;192.450000;37.5;1557.77;CH-70
-7273063670160587206;;;;;
-7273063670160587206;-4391236606994737598-snc::controlPlane;192.100000;37.500;1560.61;CH-77
-7273063670160587206;7312867149988299757;192.900000;37.5;1554.13;CH-61
-7273063670160587206;;;;;
-7273063670160587206;-4491090444898274481;192.150000;37.500;1560.2;CH-76
-7273063670160587206;;;;;
-7273063670160587206;2684853105157595934-snc::controlPlane;194.150000;101.800;1544.13;CH-36
-7273063670160587206;;;;;
-7273063670160587206;-2995634562745402262;196.100000;37.5;1528.77;CH-93
-7273063670160587206;-5214761039715918785;193.450000;37.5;1549.72;CH-50
-7273063670160587206;-2179690885883656951-snc::controlPlane;195.587500;59.000;;
-7273063670160587206;419757951841298881-snc::controlPlane;194.550000;101.800;1540.95;CH-28
-7273063670160587206;;;;;
-7910341950262374681;-3005198451550053945-snc::controlPlane;195.850000;101.800;1530.72;CH-2
-7910341950262374681;4444269087373014910;195.400000;37.5;1534.25;CH-11
-7910341950262374681;;;;;
-7910341950262374681;-1496200477267385155-snc::controlPlane;193.050000;37.500;1552.93;CH-58
-7910341950262374681;;;;;
-7910341950262374681;75140774914706893;195.300000;37.5;1535.04;CH-13
-7910341950262374681;;;;;
-7910341950262374681;-3729601293931930452;195.350000;37.5;1534.64;CH-12
-7910341950262374681;3720375673406237944-snc::controlPlane;195.200000;59.000;1535.82;CH-15
-7910341950262374681;;;;;
-7910341950262374681;3280885511477908151;193.900000;37.5;1546.12;CH-41
-7910341950262374681;-2069650281965119598;192.650000;37.500;1556.15;CH-66
-7910341950262374681;-7680953685521415245-snc::controlPlane;194.100000;37.500;1544.53;CH-37
-7910341950262374681;;;;;
-7910341950262374681;528455669285167630-snc::controlPlane;196.087500;37.500;;
-8148059218570204637;2886311064373298057;195.300000;37.5;1535.04;CH-13
-8148059218570204637;;;;;
-8148059218570204637;4605396676815691798-snc::controlPlane;191.950000;37.500;1561.83;CH-80
-8148059218570204637;-415940517515033670;195.200000;37.5;1535.82;CH-15
-8148059218570204637;-8832444057281726131-snc::controlPlane;195.550000;59.000;1533.07;CH-8
-8148059218570204637;;;;;
-8148059218570204637;-4651170889898275739;195.250000;37.5;1535.43;CH-14
-8148059218570204637;6905522341586685944-snc::controlPlane;195.850000;101.800;1530.72;CH-2
-8148059218570204637;;;;;
-8148059218570204637;1408628611394293437;193.500000;37.500;1549.32;CH-49
-8148059218570204637;-3366521634318678103-snc::controlPlane;196.087500;37.500;;
-8148059218570204637;-6335071299142812468;195.400000;37.5;1534.25;CH-11
-8148059218570204637;9038606849305190295-snc::controlPlane;193.200000;37.500;1551.72;CH-55
-8148059218570204637;6963215757405218308;194.900000;37.5;1538.19;CH-21
-8148059218570204637;;;;;
-8148059218570204637;-7231239132366988608;195.150000;37.5;1536.22;CH-16
-8148059218570204637;6441428408112488886;193.300000;37.5;1550.92;CH-53
-8148059218570204637;;;;;
-8148059218570204637;5023027271737781951;195.350000;37.5;1534.64;CH-12
-8373146988370601128;6905522341586685944-snc::controlPlane;195.850000;101.800;1530.72;CH-2
-8373146988370601128;-8130710136355647135;195.450000;37.5;1533.86;CH-10
-8373146988370601128;-5153329942150178913-snc::controlPlane;195.650000;59.000;1532.29;CH-6
-8373146988370601128;;;;;
-8373146988370601128;-4651170889898275739;195.250000;37.5;1535.43;CH-14
-8373146988370601128;;;;;
-8373146988370601128;-2069650281965119598;192.650000;37.500;1556.15;CH-66
-8373146988370601128;6963215757405218308;194.900000;37.5;1538.19;CH-21
-8373146988370601128;-415940517515033670;195.200000;37.5;1535.82;CH-15
-8373146988370601128;7064722878379407198;195.400000;37.5;1534.25;CH-11
-8564265848904468287;;;;;
-8564265848904468287;-415940517515033670;195.200000;37.5;1535.82;CH-15
-8564265848904468287;;;;;
-8564265848904468287;-8832444057281726131-snc::controlPlane;195.550000;59.000;1533.07;CH-8
-8564265848904468287;-5153329942150178913-snc::controlPlane;195.650000;59.000;1532.29;CH-6
-8564265848904468287;;;;;
-8564265848904468287;-4651170889898275739;195.250000;37.5;1535.43;CH-14
-8564265848904468287;6905522341586685944-snc::controlPlane;195.850000;101.800;1530.72;CH-2
-8564265848904468287;1408628611394293437;193.500000;37.500;1549.32;CH-49
-8564265848904468287;-6600324024976410631;195.450000;37.5;1533.86;CH-10
-8564265848904468287;9038606849305190295-snc::controlPlane;193.200000;37.500;1551.72;CH-55
-8564265848904468287;6963215757405218308;194.900000;37.5;1538.19;CH-21
-8564265848904468287;6441428408112488886;193.300000;37.5;1550.92;CH-53
-8564265848904468287;;;;;
-8564265848904468287;5023027271737781951;195.350000;37.5;1534.64;CH-12
-875261968776968751;;;;;
-875261968776968751;-6335071299142812468;195.400000;37.5;1534.25;CH-11
-875261968776968751;;;;;
-875261968776968751;;;;;
-875261968776968751;6441428408112488886;193.300000;37.5;1550.92;CH-53
-875261968776968751;-8832444057281726131-snc::controlPlane;195.550000;59.000;1533.07;CH-8
-875261968776968751;9038606849305190295-snc::controlPlane;193.200000;37.500;1551.72;CH-55
-875261968776968751;4605396676815691798-snc::controlPlane;191.950000;37.500;1561.83;CH-80
-875261968776968751;-3366521634318678103-snc::controlPlane;196.087500;37.500;;
-875261968776968751;-415940517515033670;195.200000;37.5;1535.82;CH-15
-875261968776968751;2886311064373298057;195.300000;37.5;1535.04;CH-13
-875261968776968751;6905522341586685944-snc::controlPlane;195.850000;101.800;1530.72;CH-2
-875261968776968751;5023027271737781951;195.350000;37.5;1534.64;CH-12
-875261968776968751;1408628611394293437;193.500000;37.500;1549.32;CH-49
-875261968776968751;-4651170889898275739;195.250000;37.5;1535.43;CH-14
-875261968776968751;;;;;
-875261968776968751;-7231239132366988608;195.150000;37.5;1536.22;CH-16
-875261968776968751;6963215757405218308;194.900000;37.5;1538.19;CH-21
-875261968776968751;;;;;
-9104493160667376906;;;;;
-9104493160667376906;3720375673406237944-snc::controlPlane;195.200000;59.000;1535.82;CH-15
-9104493160667376906;75140774914706893;195.300000;37.5;1535.04;CH-13
-9104493160667376906;-3005198451550053945-snc::controlPlane;195.850000;101.800;1530.72;CH-2
-9104493160667376906;459246526376115995-snc::controlPlane;196.087500;37.500;;
-9104493160667376906;;;;;
-9104493160667376906;3280885511477908151;193.900000;37.5;1546.12;CH-41
-9104493160667376906;;;;;
-9104493160667376906;-7680953685521415245-snc::controlPlane;194.100000;37.500;1544.53;CH-37
-9104493160667376906;4444269087373014910;195.400000;37.5;1534.25;CH-11
-9104493160667376906;-1496200477267385155-snc::controlPlane;193.050000;37.500;1552.93;CH-58
-9104493160667376906;;;;;
-9104493160667376906;-2069650281965119598;192.650000;37.500;1556.15;CH-66
-9104493160667376906;;;;;
-9104493160667376906;-3729601293931930452;195.350000;37.5;1534.64;CH-12
1493540880426887060;;;;;
1493540880426887060;3720375673406237944-snc::controlPlane;195.200000;59.000;1535.82;CH-15
1493540880426887060;75140774914706893;195.300000;37.5;1535.04;CH-13
1493540880426887060;-3005198451550053945-snc::controlPlane;195.850000;101.800;1530.72;CH-2
1493540880426887060;;;;;
1493540880426887060;-7680953685521415245-snc::controlPlane;194.100000;37.500;1544.53;CH-37
1493540880426887060;-649850768194184227;196.100000;37.5;1528.77;CH-93
1493540880426887060;4444269087373014910;195.400000;37.5;1534.25;CH-11
1493540880426887060;-1496200477267385155-snc::controlPlane;193.050000;37.500;1552.93;CH-58
1493540880426887060;;;;;
1493540880426887060;-2069650281965119598;192.650000;37.500;1556.15;CH-66
1493540880426887060;;;;;
1493540880426887060;-3729601293931930452;195.350000;37.5;1534.64;CH-12
1496463247252253737;-9090545115367141883;193.850000;37.5;1546.52;CH-42
1496463247252253737;;;;;
1496463247252253737;4825872071134016992-snc::controlPlane;195.500000;59.000;1533.47;CH-9
1496463247252253737;5031330700812503065-snc::controlPlane;195.675000;59.000;;
1496463247252253737;-8318624620631280924-snc::controlPlane;195.400000;59.000;1534.25;CH-11
1496463247252253737;7394243575023806624;193.650000;37.5;1548.11;CH-46
1496463247252253737;5080856236003877045;192.100000;37.500;1560.61;CH-77
1496463247252253737;999495138910435669;193.200000;37.5;1551.72;CH-55
1496463247252253737;5023420224856767973;193.500000;37.5;1549.32;CH-49
1496463247252253737;;;;;
1496463247252253737;;;;;
1496463247252253737;;;;;
1496463247252253737;;;;;
1496463247252253737;-8243973046581004167-snc::controlPlane;192.550000;59.000;1556.96;CH-68
1496463247252253737;;;;;
1496463247252253737;-8137643980727747504-snc::controlPlane;193.150000;37.500;1552.12;CH-56
1496463247252253737;-5273544505050637382-snc::controlPlane;192.800000;37.500;1554.94;CH-63
1496463247252253737;-1891800805037145160;192.400000;37.5;1558.17;CH-71
1496463247252253737;-9177426960902393720-snc::controlPlane;193.600000;37.500;1548.51;CH-47
1496463247252253737;3788582245418993392;192.900000;37.5;1554.13;CH-61
1496463247252253737;-7595070250042290280;192.450000;37.5;1557.77;CH-70
1496463247252253737;;;;;
1496463247252253737;-8465115762198201155;194.000000;37.5;1545.32;CH-39
1496463247252253737;;;;;
1496463247252253737;2684853105157595934-snc::controlPlane;194.150000;101.800;1544.13;CH-36
1496463247252253737;;;;;
1496463247252253737;;;;;
1496463247252253737;-4689329977446562738;193.900000;37.500;1546.12;CH-41
1496463247252253737;-5214761039715918785;193.450000;37.5;1549.72;CH-50
1496463247252253737;419757951841298881-snc::controlPlane;194.550000;101.800;1540.95;CH-28
1496463247252253737;-2179690885883656951-snc::controlPlane;195.587500;59.000;;
1496463247252253737;-3137792379748156953;192.650000;37.5;1556.15;CH-66
1693167222301073772;2886311064373298057;195.300000;37.5;1535.04;CH-13
1693167222301073772;;;;;
1693167222301073772;4605396676815691798-snc::controlPlane;191.950000;37.500;1561.83;CH-80
1693167222301073772;-415940517515033670;195.200000;37.5;1535.82;CH-15
1693167222301073772;-8832444057281726131-snc::controlPlane;195.550000;59.000;1533.07;CH-8
1693167222301073772;;;;;
1693167222301073772;-4651170889898275739;195.250000;37.5;1535.43;CH-14
1693167222301073772;6905522341586685944-snc::controlPlane;195.850000;101.800;1530.72;CH-2
1693167222301073772;-41496354663277466-snc::controlPlane;196.087500;37.500;;
1693167222301073772;;;;;
1693167222301073772;1408628611394293437;193.500000;37.500;1549.32;CH-49
1693167222301073772;-6335071299142812468;195.400000;37.5;1534.25;CH-11
1693167222301073772;9038606849305190295-snc::controlPlane;193.200000;37.500;1551.72;CH-55
1693167222301073772;6963215757405218308;194.900000;37.5;1538.19;CH-21
1693167222301073772;;;;;
1693167222301073772;-7231239132366988608;195.150000;37.5;1536.22;CH-16
1693167222301073772;6441428408112488886;193.300000;37.5;1550.92;CH-53
1693167222301073772;;;;;
1693167222301073772;5023027271737781951;195.350000;37.5;1534.64;CH-12
180502961945433373;-7555573495072432143-snc::controlPlane;195.968750;101.800;;
180502961945433373;;;;;
180502961945433373;6473694106598191665;195.200000;37.5;1535.82;CH-15
180502961945433373;;;;;
180502961945433373;4545413272986005737;195.750000;37.5;1531.51;CH-4
180502961945433373;-6607602561722026802;191.850000;37.5;1562.64;CH-82
180502961945433373;5922782591996576539;195.150000;37.5;1536.22;CH-16
180502961945433373;8fb6b59e-adb3-4ddf-9c8c-5f899c551412;191.437500;37.500;;
180502961945433373;-1375190648651190601;193.150000;37.5;1552.12;CH-56
180502961945433373;;;;;
180502961945433373;4011116753171550191-snc::controlPlane;193.337500;59.000;;
180502961945433373;2343816892306886023;196.050000;37.5;1529.16;CH-94
180502961945433373;;;;;
180502961945433373;-2995634562745402262;196.100000;37.5;1528.77;CH-93
180502961945433373;-8243973046581004167-snc::controlPlane;192.550000;59.000;1556.96;CH-68
180502961945433373;;;;;
180502961945433373;6138304434621367776-snc::controlPlane;192.700000;37.500;1555.75;CH-65
1841502369469734720;1945883126081136411-snc::controlPlane;193.450000;37.500;1549.72;CH-50
1841502369469734720;-6177313966217463375-snc::controlPlane;195.750000;59.000;1531.51;CH-4
1841502369469734720;7738165842458616210;195.100000;37.500;1536.61;CH-17
1841502369469734720;7066683593500479013-snc::controlPlane;193.687500;59.000;;
1841502369469734720;;;;;
1841502369469734720;-415940517515033670;195.200000;37.5;1535.82;CH-15
1841502369469734720;;;;;
1841502369469734720;-4651170889898275739;195.250000;37.5;1535.43;CH-14
1841502369469734720;-8274578891968037454-snc::controlPlane;192.837500;59.000;;
1841502369469734720;-5553911168005987806;195.600000;37.5;1532.68;CH-7
1841502369469734720;;;;;
1841502369469734720;-9194228447592094126-snc::controlPlane;194.900000;101.800;1538.19;CH-21
1841502369469734720;48802971-26aa-495b-a79c-2775b19ed966;193.850000;59.000;1546.52;CH-42
1841502369469734720;-1232691661817735384-snc::controlPlane;193.593750;101.800;;
1841502369469734720;-1496200477267385155-snc::controlPlane;193.050000;37.500;1552.93;CH-58
1841502369469734720;35985398-49e7-46e1-8e25-c9306ff4d6ca;194.650000;59.000;1540.16;CH-26
1841502369469734720;;;;;
1841502369469734720;6441428408112488886;193.300000;37.5;1550.92;CH-53
1841502369469734720;-2498055476221817892;193.400000;37.5;1550.12;CH-51
1841502369469734720;;;;;
1841502369469734720;2886311064373298057;195.300000;37.5;1535.04;CH-13
1841502369469734720;;;;;
1841502369469734720;;;;;
1841502369469734720;4605396676815691798-snc::controlPlane;191.950000;37.500;1561.83;CH-80
1841502369469734720;-8031390427876265705-snc::controlPlane;193.200000;59.000;1551.72;CH-55
1841502369469734720;8665704836517329515-snc::controlPlane;194.750000;59.000;1539.37;CH-24
1841502369469734720;;;;;
1841502369469734720;-2143627240095128943;193.950000;37.5;1545.72;CH-40
1841502369469734720;;;;;
1841502369469734720;1408628611394293437;193.500000;37.500;1549.32;CH-49
1841502369469734720;-6335071299142812468;195.400000;37.5;1534.25;CH-11
1841502369469734720;;;;;
1841502369469734720;8573154399888475873;192.300000;37.5;1558.98;CH-73
1841502369469734720;-24976536852483643;194.000000;37.5;1545.32;CH-39
1841502369469734720;;;;;
1841502369469734720;-7231239132366988608;195.150000;37.5;1536.22;CH-16
1841502369469734720;2897101242515364939;193.100000;37.5;1552.52;CH-57
1841502369469734720;;;;;
1841502369469734720;5023027271737781951;195.350000;37.5;1534.64;CH-12
2102736021148208446;-3005198451550053945-snc::controlPlane;195.850000;101.800;1530.72;CH-2
2102736021148208446;4444269087373014910;195.400000;37.5;1534.25;CH-11
2102736021148208446;;;;;
2102736021148208446;3982228786703904478-snc::controlPlane;196.087500;37.500;;
2102736021148208446;-1496200477267385155-snc::controlPlane;193.050000;37.500;1552.93;CH-58
2102736021148208446;;;;;
2102736021148208446;75140774914706893;195.300000;37.5;1535.04;CH-13
2102736021148208446;;;;;
2102736021148208446;-3729601293931930452;195.350000;37.5;1534.64;CH-12
2102736021148208446;3720375673406237944-snc::controlPlane;195.200000;59.000;1535.82;CH-15
2102736021148208446;;;;;
2102736021148208446;3280885511477908151;193.900000;37.5;1546.12;CH-41
2102736021148208446;-2069650281965119598;192.650000;37.500;1556.15;CH-66
2102736021148208446;-7680953685521415245-snc::controlPlane;194.100000;37.500;1544.53;CH-37
2102736021148208446;;;;;
225936013773873760;-5444192802163060856;192.350000;37.5;1558.58;CH-72
225936013773873760;;;;;
225936013773873760;;;;;
225936013773873760;;;;;
225936013773873760;-1133917800968559438;193.500000;37.5;1549.32;CH-49
225936013773873760;-7050725827306636206;191.950000;37.5;1561.83;CH-80
