REQUESTED_FRE_ID;PHOTONIC_SERVICE_ID;FREQUENCY;WIDTH;WAVELENGTH;CHANNEL
225936013773873760;-4029656130207138954-snc::controlPlane;191.350000;37.500;1566.72;CH-92
225936013773873760;;;;;
225936013773873760;-1812626518030708597;194.050000;37.5;1544.92;CH-38
225936013773873760;cbb96c3f-7c78-4d78-83bb-9586b5376421;194.550000;37.500;1540.95;CH-28
225936013773873760;-769094962955797907-snc::controlPlane;196.018750;101.800;;
225936013773873760;bf6237a9-00e2-4553-ab99-d2d08fa51787;192.850000;37.500;1554.54;CH-62
225936013773873760;;;;;
225936013773873760;-707015079444262932-snc::controlPlane;192.000000;37.500;1561.42;CH-79
225936013773873760;-2876004677132326238-snc::controlPlane;193.350000;59.000;1550.52;CH-52
225936013773873760;d39d0eb0-b968-400a-a9ea-28eb58b0f9f6;194.100000;37.500;1544.53;CH-37
225936013773873760;-7775388524918637121;193.800000;37.5;1546.92;CH-43
225936013773873760;;;;;
225936013773873760;;;;;
225936013773873760;5673913454897810460;194.000000;37.5;1545.32;CH-39
225936013773873760;-3226727853462410173;193.600000;37.5;1548.51;CH-47
225936013773873760;;;;;
225936013773873760;494594794016102254-snc::controlPlane;195.700000;101.800;1531.9;CH-5
225936013773873760;;;;;
225936013773873760;-3883281280388571895;193.950000;37.5;1545.72;CH-40
225936013773873760;-2078569156114021274-snc::controlPlane;193.250000;59.000;1551.32;CH-54
225936013773873760;6007100605839137070;191.900000;37.5;1562.23;CH-81
225936013773873760;;;;;
225936013773873760;2cec7881-cc66-48f2-944e-e3ce2d836d23;194.850000;37.500;1538.58;CH-22
225936013773873760;5309425777019187137-snc::controlPlane;191.668750;101.800;;
225936013773873760;2836878345987666081;193.700000;37.5;1547.72;CH-45
225936013773873760;;;;;
225936013773873760;5d33ba51-336d-4d46-b8f9-ba280fa22725;192.200000;59.000;1559.79;CH-75
225936013773873760;-5151973031856185206-snc::controlPlane;194.631250;101.800;;
225936013773873760;;;;;
225936013773873760;;;;;
225936013773873760;a2503cda-c38e-425d-91b5-fdf11c311ee5;194.150000;37.500;1544.13;CH-36
225936013773873760;;;;;
225936013773873760;7692784684120185465;193.850000;37.5;1546.52;CH-42
2686208815029866265;-3226727853462410173;193.600000;37.5;1548.51;CH-47
2686208815029866265;cbb96c3f-7c78-4d78-83bb-9586b5376421;194.550000;37.500;1540.95;CH-28
2686208815029866265;7511150230446362245;192.600000;37.5;1556.55;CH-67
2686208815029866265;5d33ba51-336d-4d46-b8f9-ba280fa22725;192.200000;59.000;1559.79;CH-75
2686208815029866265;2836878345987666081;193.700000;37.5;1547.72;CH-45
2686208815029866265;-1496200477267385155-snc::controlPlane;193.050000;37.500;1552.93;CH-58
2686208815029866265;cd20433f-f2e2-4526-a896-a8890b97142f;193.650000;37.500;1548.11;CH-46
2686208815029866265;7fd07296-af22-410d-a5f7-4f9b632fac4b;195.311500;59.000;;
2686208815029866265;8653487485847249511-snc::controlPlane;195.450000;101.800;1533.86;CH-10
2686208815029866265;;;;;
2686208815029866265;;;;;
2686208815029866265;-1133917800968559438;193.500000;37.5;1549.32;CH-49
2686208815029866265;-769094962955797907-snc::controlPlane;196.018750;101.800;;
2686208815029866265;;;;;
2686208815029866265;e9a1ef6c-b3fb-46e7-86dd-9515ecabc483;195.188500;59.000;;
2686208815029866265;;;;;
2686208815029866265;5714256d-46ac-444e-b131-4f03766913d4;195.250000;59.000;1535.43;CH-14
2686208815029866265;7692784684120185465;193.850000;37.5;1546.52;CH-42
2686208815029866265;804d9ca8-4daf-4b7e-b23f-a283394717e2;191.900000;37.500;1562.23;CH-81
2686208815029866265;a2503cda-c38e-425d-91b5-fdf11c311ee5;194.150000;37.500;1544.13;CH-36
2686208815029866265;;;;;
2686208815029866265;;;;;
2686208815029866265;2cec7881-cc66-48f2-944e-e3ce2d836d23;194.850000;37.500;1538.58;CH-22
2686208815029866265;-2554100548382252332-snc::controlPlane;191.556250;101.800;;
2686208815029866265;bf6237a9-00e2-4553-ab99-d2d08fa51787;192.850000;37.500;1554.54;CH-62
2686208815029866265;-4029656130207138954-snc::controlPlane;191.350000;37.500;1566.72;CH-92
2686208815029866265;;;;;
2686208815029866265;4364527165275798647;193.400000;37.500;1550.12;CH-51
2686208815029866265;;;;;
2686208815029866265;-1374163676289171912-snc::controlPlane;193.156250;101.800;;
2686208815029866265;5309425777019187137-snc::controlPlane;191.668750;101.800;;
2686208815029866265;;;;;
2686208815029866265;d39d0eb0-b968-400a-a9ea-28eb58b0f9f6;194.100000;37.500;1544.53;CH-37
2686208815029866265;;;;;
2686208815029866265;;;;;
2686208815029866265;-4562733183509062553;192.550000;37.5;1556.96;CH-68
2686208815029866265;-7775388524918637121;193.800000;37.5;1546.92;CH-43
2686208815029866265;-5151973031856185206-snc::controlPlane;194.631250;101.800;;
2686208815029866265;4894558473257078107;192.400000;37.5;1558.17;CH-71
2686208815029866265;;;;;
2686208815029866265;4186971005375542153-snc::controlPlane;193.287500;59.000;;
2686208815029866265;;;;;
2686208815029866265;;;;;
2686208815029866265;;;;;
2686208815029866265;;;;;
2686208815029866265;-6314292512769972130;195.000000;37.5;1537.4;CH-19
2686208815029866265;;;;;
2686208815029866265;;;;;
2686208815029866265;106346215090786980;191.850000;37.5;1562.64;CH-82
3233116684767172187;-3226727853462410173;193.600000;37.5;1548.51;CH-47
3233116684767172187;cbb96c3f-7c78-4d78-83bb-9586b5376421;194.550000;37.500;1540.95;CH-28
3233116684767172187;7511150230446362245;192.600000;37.5;1556.55;CH-67
3233116684767172187;9038606849305190295-snc::controlPlane;193.200000;37.500;1551.72;CH-55
3233116684767172187;5d33ba51-336d-4d46-b8f9-ba280fa22725;192.200000;59.000;1559.79;CH-75
3233116684767172187;-7985152765983659341-snc::controlPlane;194.450000;37.500;1541.75;CH-30
3233116684767172187;2836878345987666081;193.700000;37.5;1547.72;CH-45
3233116684767172187;7fd07296-af22-410d-a5f7-4f9b632fac4b;195.311500;59.000;;
3233116684767172187;;;;;
3233116684767172187;;;;;
3233116684767172187;608fdfc3-292f-4018-ba80-1bdb28614b03;193.100000;37.500;1552.52;CH-57
3233116684767172187;;;;;
3233116684767172187;;;;;
3233116684767172187;;;;;
3233116684767172187;-1133917800968559438;193.500000;37.5;1549.32;CH-49
3233116684767172187;-769094962955797907-snc::controlPlane;196.018750;101.800;;
3233116684767172187;;;;;
3233116684767172187;e9a1ef6c-b3fb-46e7-86dd-9515ecabc483;195.188500;59.000;;
3233116684767172187;;;;;
3233116684767172187;5714256d-46ac-444e-b131-4f03766913d4;195.250000;59.000;1535.43;CH-14
3233116684767172187;7692784684120185465;193.850000;37.5;1546.52;CH-42
3233116684767172187;804d9ca8-4daf-4b7e-b23f-a283394717e2;191.900000;37.500;1562.23;CH-81
3233116684767172187;c4cdbe8b-d5e7-4e61-a478-7b134d17abb5;193.950000;37.500;1545.72;CH-40
3233116684767172187;a2503cda-c38e-425d-91b5-fdf11c311ee5;194.150000;37.500;1544.13;CH-36
3233116684767172187;;;;;
3233116684767172187;;;;;
3233116684767172187;2cec7881-cc66-48f2-944e-e3ce2d836d23;194.850000;37.500;1538.58;CH-22
3233116684767172187;-3311238741981836118;194.050000;37.5;1544.92;CH-38
3233116684767172187;e272e170-1e2f-4cb4-b20d-c802319edd31;193.050000;37.500;1552.93;CH-58
3233116684767172187;-2025802764661873994;191.750000;37.5;1563.45;CH-84
3233116684767172187;bf6237a9-00e2-4553-ab99-d2d08fa51787;192.850000;37.500;1554.54;CH-62
3233116684767172187;5614993364106113273;191.400000;37.5;1566.31;CH-91
3233116684767172187;-4029656130207138954-snc::controlPlane;191.350000;37.500;1566.72;CH-92
3233116684767172187;;;;;
3233116684767172187;5309425777019187137-snc::controlPlane;191.668750;101.800;;
3233116684767172187;6930424043194959127;194.000000;37.5;1545.32;CH-39
3233116684767172187;4287621486668851439;195.450000;37.5;1533.86;CH-10
3233116684767172187;d39d0eb0-b968-400a-a9ea-28eb58b0f9f6;194.100000;37.500;1544.53;CH-37
3233116684767172187;;;;;
3233116684767172187;-5011218146958349203;195.550000;37.5;1533.07;CH-8
3233116684767172187;1036346718459377454;192.100000;37.5;1560.61;CH-77
3233116684767172187;;;;;
3233116684767172187;-4562733183509062553;192.550000;37.5;1556.96;CH-68
3233116684767172187;-7775388524918637121;193.800000;37.5;1546.92;CH-43
3233116684767172187;-5151973031856185206-snc::controlPlane;194.631250;101.800;;
3233116684767172187;4894558473257078107;192.400000;37.5;1558.17;CH-71
3233116684767172187;;;;;
3233116684767172187;1818526808578019188;193.900000;37.5;1546.12;CH-41
3233116684767172187;2222148051926885779-snc::controlPlane;193.437500;59.000;;
3233116684767172187;8573154399888475873;192.300000;37.5;1558.98;CH-73
3233116684767172187;;;;;
3233116684767172187;;;;;
3233116684767172187;;;;;
3233116684767172187;;;;;
3233116684767172187;;;;;
3233116684767172187;106346215090786980;191.850000;37.5;1562.64;CH-82
3401292404622486367;;;;;
3401292404622486367;3720375673406237944-snc::controlPlane;195.200000;59.000;1535.82;CH-15
3401292404622486367;75140774914706893;195.300000;37.5;1535.04;CH-13
3401292404622486367;103824919529543946-snc::controlPlane;196.087500;37.500;;
3401292404622486367;-3005198451550053945-snc::controlPlane;195.850000;101.800;1530.72;CH-2
3401292404622486367;3280885511477908151;193.900000;37.5;1546.12;CH-41
3401292404622486367;;;;;
3401292404622486367;-7680953685521415245-snc::controlPlane;194.100000;37.500;1544.53;CH-37
3401292404622486367;;;;;
3401292404622486367;4444269087373014910;195.400000;37.5;1534.25;CH-11
3401292404622486367;-1496200477267385155-snc::controlPlane;193.050000;37.500;1552.93;CH-58
3401292404622486367;;;;;
3401292404622486367;-2069650281965119598;192.650000;37.500;1556.15;CH-66
3401292404622486367;;;;;
3401292404622486367;-3729601293931930452;195.350000;37.5;1534.64;CH-12
3508418240352529529;-8596024738215289923;192.450000;37.5;1557.77;CH-70
3508418240352529529;4364527165275798647;193.400000;37.500;1550.12;CH-51
3508418240352529529;-1374163676289171912-snc::controlPlane;193.156250;101.800;;
3508418240352529529;5673913454897810460;194.000000;37.5;1545.32;CH-39
3508418240352529529;8287853772381671323;193.600000;37.5;1548.51;CH-47
3508418240352529529;5465984141894503877;193.500000;37.5;1549.32;CH-49
3508418240352529529;;;;;
3508418240352529529;8197627207488728929-snc::controlPlane;192.300000;37.500;1558.98;CH-73
3508418240352529529;cd20433f-f2e2-4526-a896-a8890b97142f;193.650000;37.500;1548.11;CH-46
3508418240352529529;8653487485847249511-snc::controlPlane;195.450000;101.800;1533.86;CH-10
3508418240352529529;-3729601293931930452;195.350000;37.5;1534.64;CH-12
3508418240352529529;3280885511477908151;193.900000;37.5;1546.12;CH-41
3508418240352529529;;;;;
3508418240352529529;7769556272936361374;192.100000;37.500;1560.61;CH-77
3508418240352529529;;;;;
3508418240352529529;;;;;
3508418240352529529;;;;;
3508418240352529529;;;;;
3508418240352529529;-3005198451550053945-snc::controlPlane;195.850000;101.800;1530.72;CH-2
3508418240352529529;3293290309644556384;192.600000;37.5;1556.55;CH-67
3508418240352529529;3788582245418993392;192.900000;37.5;1554.13;CH-61
3508418240352529529;-1812626518030708597;194.050000;37.5;1544.92;CH-38
3508418240352529529;;;;;
3508418240352529529;494594794016102254-snc::controlPlane;195.700000;101.800;1531.9;CH-5
3508418240352529529;5274097727392618980;192.400000;37.5;1558.17;CH-71
3508418240352529529;;;;;
3508418240352529529;-3883281280388571895;193.950000;37.5;1545.72;CH-40
3508418240352529529;75140774914706893;195.300000;37.5;1535.04;CH-13
3508418240352529529;-5444192802163060856;192.350000;37.5;1558.58;CH-72
3508418240352529529;6188311677363151963-snc::controlPlane;193.750000;59.000;1547.32;CH-44
3508418240352529529;-6314292512769972130;195.000000;37.5;1537.4;CH-19
3508418240352529529;3720375673406237944-snc::controlPlane;195.200000;59.000;1535.82;CH-15
3508418240352529529;-2554100548382252332-snc::controlPlane;191.556250;101.800;;
3508418240352529529;;;;;
3508418240352529529;-7680953685521415245-snc::controlPlane;194.100000;37.500;1544.53;CH-37
3508418240352529529;;;;;
3508418240352529529;-2078569156114021274-snc::controlPlane;193.250000;59.000;1551.32;CH-54
3508418240352529529;;;;;
3571837825186381368;7064722878379407198;195.400000;37.5;1534.25;CH-11
3571837825186381368;;;;;
3571837825186381368;-415940517515033670;195.200000;37.5;1535.82;CH-15
3571837825186381368;;;;;
3571837825186381368;-8832444057281726131-snc::controlPlane;195.550000;59.000;1533.07;CH-8
3571837825186381368;-5153329942150178913-snc::controlPlane;195.650000;59.000;1532.29;CH-6
3571837825186381368;;;;;
3571837825186381368;-4651170889898275739;195.250000;37.5;1535.43;CH-14
3571837825186381368;6905522341586685944-snc::controlPlane;195.850000;101.800;1530.72;CH-2
3571837825186381368;1408628611394293437;193.500000;37.500;1549.32;CH-49
3571837825186381368;-6600324024976410631;195.450000;37.5;1533.86;CH-10
3571837825186381368;9038606849305190295-snc::controlPlane;193.200000;37.500;1551.72;CH-55
3571837825186381368;6963215757405218308;194.900000;37.5;1538.19;CH-21
3571837825186381368;6441428408112488886;193.300000;37.5;1550.92;CH-53
3571837825186381368;;;;;
3571837825186381368;5023027271737781951;195.350000;37.5;1534.64;CH-12
367289084673184292;-7985152765983659341-snc::controlPlane;194.450000;37.500;1541.75;CH-30
367289084673184292;e272e170-1e2f-4cb4-b20d-c802319edd31;193.050000;37.500;1552.93;CH-58
367289084673184292;7596adfb-2c2d-44f4-99c8-54bb7bc70d59;192.626750;59.000;;
367289084673184292;5614993364106113273;191.400000;37.5;1566.31;CH-91
367289084673184292;-5011218146958349203;195.550000;37.5;1533.07;CH-8
367289084673184292;1274665245887875576-snc::controlPlane;193.593750;101.800;;
367289084673184292;;;;;
367289084673184292;1818526808578019188;193.900000;37.5;1546.12;CH-41
367289084673184292;5465984141894503877;193.500000;37.5;1549.32;CH-49
367289084673184292;-8274578891968037454-snc::controlPlane;192.837500;59.000;;
367289084673184292;c4cdbe8b-d5e7-4e61-a478-7b134d17abb5;193.950000;37.500;1545.72;CH-40
367289084673184292;2029ad18-f5d4-4ab8-a45b-0600931d0618;191.950000;59.000;1561.83;CH-80
367289084673184292;;;;;
367289084673184292;bef5fb6d-d4aa-4991-9677-4b9fc7621d40;195.100000;37.500;1536.61;CH-17
367289084673184292;;;;;
367289084673184292;1036346718459377454;192.100000;37.5;1560.61;CH-77
367289084673184292;4291502258179227684-snc::controlPlane;192.700000;37.500;1555.75;CH-65
367289084673184292;;;;;
367289084673184292;;;;;
367289084673184292;;;;;
367289084673184292;3622846316542596247;192.900000;37.5;1554.13;CH-61
367289084673184292;8997894336889076500;192.200000;37.5;1559.79;CH-75
367289084673184292;2222148051926885779-snc::controlPlane;193.437500;59.000;;
367289084673184292;-1374163676289171912-snc::controlPlane;193.156250;101.800;;
367289084673184292;;;;;
367289084673184292;;;;;
367289084673184292;-3991813839751002233-snc::controlPlane;193.687500;59.000;;
367289084673184292;;;;;
367289084673184292;;;;;
367289084673184292;;;;;
367289084673184292;6930424043194959127;194.000000;37.5;1545.32;CH-39
367289084673184292;;;;;
367289084673184292;-6497812163912797095;195.650000;37.5;1532.29;CH-6
3681755092350033047;8430750115560356983;192.600000;37.5;1556.55;CH-67
3681755092350033047;cbb96c3f-7c78-4d78-83bb-9586b5376421;194.550000;37.500;1540.95;CH-28
3681755092350033047;;;;;
3681755092350033047;5309425777019187137-snc::controlPlane;191.668750;101.800;;
3681755092350033047;;;;;
3681755092350033047;;;;;
3681755092350033047;-769094962955797907-snc::controlPlane;196.018750;101.800;;
3681755092350033047;-2498055476221817892;193.400000;37.5;1550.12;CH-51
3681755092350033047;-5151973031856185206-snc::controlPlane;194.631250;101.800;;
3681755092350033047;8665704836517329515-snc::controlPlane;194.750000;59.000;1539.37;CH-24
3681755092350033047;;;;;
3681755092350033047;;;;;
3681755092350033047;-6607602561722026802;191.850000;37.5;1562.64;CH-82
3681755092350033047;6441428408112488886;193.300000;37.5;1550.92;CH-53
3681755092350033047;4605396676815691798-snc::controlPlane;191.950000;37.500;1561.83;CH-80
3681755092350033047;1818526808578019188;193.900000;37.5;1546.12;CH-41
3681755092350033047;;;;;
3681755092350033047;7312867149988299757;192.900000;37.5;1554.13;CH-61
3681755092350033047;-415940517515033670;195.200000;37.5;1535.82;CH-15
3681755092350033047;2886311064373298057;195.300000;37.5;1535.04;CH-13
3681755092350033047;;;;;
3681755092350033047;5023027271737781951;195.350000;37.5;1534.64;CH-12
3681755092350033047;2cec7881-cc66-48f2-944e-e3ce2d836d23;194.850000;37.500;1538.58;CH-22
3681755092350033047;1408628611394293437;193.500000;37.500;1549.32;CH-49
3681755092350033047;-7231239132366988608;195.150000;37.5;1536.22;CH-16
3681755092350033047;-1203265126698648803;193.000000;37.5;1553.33;CH-59
3862639605426095317;6473694106598191665;195.200000;37.5;1535.82;CH-15
3862639605426095317;4545413272986005737;195.750000;37.5;1531.51;CH-4
3862639605426095317;7416657178447685365;193.700000;37.5;1547.72;CH-45
3862639605426095317;5922782591996576539;195.150000;37.5;1536.22;CH-16
3862639605426095317;7058054604906748814;193.850000;37.5;1546.52;CH-42
3862639605426095317;-7985152765983659341-snc::controlPlane;194.450000;37.500;1541.75;CH-30
3862639605426095317;-8220329944562787512;193.750000;37.5;1547.32;CH-44
3862639605426095317;;;;;
3862639605426095317;6990692799803407785;193.950000;37.500;1545.72;
3862639605426095317;;;;;
3862639605426095317;-8119104533744765408-snc::controlPlane;193.800000;37.500;1546.92;CH-43
3862639605426095317;-5273544505050637382-snc::controlPlane;192.800000;37.500;1554.94;CH-63
3862639605426095317;-1891800805037145160;192.400000;37.5;1558.17;CH-71
3862639605426095317;-2270884215292995003-snc::controlPlane;195.650000;101.800;1532.29;CH-6
3862639605426095317;971980045483606438;192.650000;37.5;1556.15;CH-66
3862639605426095317;-6607602561722026802;191.850000;37.5;1562.64;CH-82
3862639605426095317;-7595070250042290280;192.450000;37.5;1557.77;CH-70
3862639605426095317;;;;;
3862639605426095317;7312867149988299757;192.900000;37.5;1554.13;CH-61
3862639605426095317;;;;;
3862639605426095317;;;;;
3862639605426095317;4114206745092988492;192.150000;37.500;1560.2;CH-76
3862639605426095317;;;;;
3862639605426095317;64849360-f8f5-4456-8848-1dab25eae2a0;194.150000;59.000;1544.13;CH-36
3862639605426095317;8287841192394441368-snc::controlPlane;195.537500;101.800;;
3862639605426095317;-1203265126698648803;193.000000;37.5;1553.33;CH-59
3984719955206887019;-8243973046581004167-snc::controlPlane;192.550000;59.000;1556.96;CH-68
3984719955206887019;2343816892306886023;196.050000;37.5;1529.16;CH-94
3984719955206887019;;;;;
3984719955206887019;4011116753171550191-snc::controlPlane;193.337500;59.000;;
3984719955206887019;;;;;
3984719955206887019;;;;;
3984719955206887019;-2995634562745402262;196.100000;37.5;1528.77;CH-93
3984719955206887019;4545413272986005737;195.750000;37.5;1531.51;CH-4
3984719955206887019;-6607602561722026802;191.850000;37.5;1562.64;CH-82
3984719955206887019;6473694106598191665;195.200000;37.5;1535.82;CH-15
3984719955206887019;;;;;
3984719955206887019;6138304434621367776-snc::controlPlane;192.700000;37.500;1555.75;CH-65
3984719955206887019;-1375190648651190601;193.150000;37.5;1552.12;CH-56
3984719955206887019;;;;;
3984719955206887019;5922782591996576539;195.150000;37.5;1536.22;CH-16
3984719955206887019;8fb6b59e-adb3-4ddf-9c8c-5f899c551412;191.437500;37.500;;
3984719955206887019;-7555573495072432143-snc::controlPlane;195.968750;101.800;;
399010355949711406;-7555573495072432143-snc::controlPlane;195.968750;101.800;;
399010355949711406;-9090545115367141883;193.850000;37.5;1546.52;CH-42
399010355949711406;-4689329977446562738;193.900000;37.500;1546.12;
399010355949711406;4545413272986005737;195.750000;37.5;1531.51;CH-4
399010355949711406;7416657178447685365;193.700000;37.5;1547.72;CH-45
399010355949711406;4825872071134016992-snc::controlPlane;195.500000;59.000;1533.47;CH-9
399010355949711406;5922782591996576539;195.150000;37.5;1536.22;CH-16
399010355949711406;-8318624620631280924-snc::controlPlane;195.400000;59.000;1534.25;CH-11
399010355949711406;1011278200542409981;193.550000;37.5;1548.91;CH-48
399010355949711406;-7985152765983659341-snc::controlPlane;194.450000;37.500;1541.75;CH-30
399010355949711406;-8220329944562787512;193.750000;37.5;1547.32;CH-44
399010355949711406;4011116753171550191-snc::controlPlane;193.337500;59.000;;
399010355949711406;;;;;
399010355949711406;5023420224856767973;193.500000;37.5;1549.32;CH-49
399010355949711406;;;;;
399010355949711406;;;;;
399010355949711406;6138304434621367776-snc::controlPlane;192.700000;37.500;1555.75;CH-65
399010355949711406;-9177426960902393720-snc::controlPlane;193.600000;37.500;1548.51;CH-47
399010355949711406;;;;;
399010355949711406;-2723817518925525587;193.200000;37.5;1551.72;CH-55
399010355949711406;-6399999349255870803;193.400000;37.5;1550.12;CH-51
399010355949711406;-8465115762198201155;194.000000;37.5;1545.32;CH-39
399010355949711406;;;;;
399010355949711406;6473694106598191665;195.200000;37.5;1535.82;CH-15
399010355949711406;5031330700812503065-snc::controlPlane;195.675000;59.000;;
399010355949711406;;;;;
399010355949711406;;;;;
399010355949711406;;;;;
399010355949711406;-8119104533744765408-snc::controlPlane;193.800000;37.500;1546.92;CH-43
399010355949711406;6889265433008729958;193.150000;37.5;1552.12;CH-56
399010355949711406;-5273544505050637382-snc::controlPlane;192.800000;37.500;1554.94;CH-63
399010355949711406;-1891800805037145160;192.400000;37.5;1558.17;CH-71
399010355949711406;971980045483606438;192.650000;37.5;1556.15;CH-66
399010355949711406;-7595070250042290280;192.450000;37.5;1557.77;CH-70
399010355949711406;-6607602561722026802;191.850000;37.5;1562.64;CH-82
399010355949711406;-1073108656196136621;193.100000;37.5;1552.52;CH-57
399010355949711406;;;;;
399010355949711406;-4391236606994737598-snc::controlPlane;192.100000;37.500;1560.61;CH-77
399010355949711406;7312867149988299757;192.900000;37.5;1554.13;CH-61
399010355949711406;;;;;
399010355949711406;4114206745092988492;192.150000;37.500;1560.2;CH-76
399010355949711406;;;;;
399010355949711406;;;;;
399010355949711406;2684853105157595934-snc::controlPlane;194.150000;101.800;1544.13;CH-36
399010355949711406;;;;;
399010355949711406;-2995634562745402262;196.100000;37.5;1528.77;CH-93
399010355949711406;-5214761039715918785;193.450000;37.5;1549.72;CH-50
399010355949711406;-2179690885883656951-snc::controlPlane;195.587500;59.000;;
399010355949711406;419757951841298881-snc::controlPlane;194.550000;101.800;1540.95;CH-28
399010355949711406;;;;;
4286812302566719683;1945883126081136411-snc::controlPlane;193.450000;37.500;1549.72;CH-50
4286812302566719683;-6177313966217463375-snc::controlPlane;195.750000;59.000;1531.51;CH-4
4286812302566719683;7738165842458616210;195.100000;37.500;1536.61;CH-17
4286812302566719683;7066683593500479013-snc::controlPlane;193.687500;59.000;;
4286812302566719683;;;;;
4286812302566719683;-415940517515033670;195.200000;37.5;1535.82;CH-15
4286812302566719683;;;;;
4286812302566719683;-4651170889898275739;195.250000;37.5;1535.43;CH-14
4286812302566719683;-8274578891968037454-snc::controlPlane;192.837500;59.000;;
4286812302566719683;-5553911168005987806;195.600000;37.5;1532.68;CH-7
4286812302566719683;;;;;
4286812302566719683;-9194228447592094126-snc::controlPlane;194.900000;101.800;1538.19;CH-21
4286812302566719683;48802971-26aa-495b-a79c-2775b19ed966;193.850000;59.000;1546.52;CH-42
4286812302566719683;-1232691661817735384-snc::controlPlane;193.593750;101.800;;
4286812302566719683;-1496200477267385155-snc::controlPlane;193.050000;37.500;1552.93;CH-58
4286812302566719683;35985398-49e7-46e1-8e25-c9306ff4d6ca;194.650000;59.000;1540.16;CH-26
4286812302566719683;;;;;
4286812302566719683;6441428408112488886;193.300000;37.5;1550.92;CH-53
4286812302566719683;-2498055476221817892;193.400000;37.5;1550.12;CH-51
4286812302566719683;;;;;
4286812302566719683;2886311064373298057;195.300000;37.5;1535.04;CH-13
4286812302566719683;;;;;
4286812302566719683;;;;;
4286812302566719683;4605396676815691798-snc::controlPlane;191.950000;37.500;1561.83;CH-80
4286812302566719683;-8031390427876265705-snc::controlPlane;193.200000;59.000;1551.72;CH-55
4286812302566719683;8665704836517329515-snc::controlPlane;194.750000;59.000;1539.37;CH-24
4286812302566719683;;;;;
4286812302566719683;-2143627240095128943;193.950000;37.5;1545.72;CH-40
4286812302566719683;;;;;
4286812302566719683;1408628611394293437;193.500000;37.500;1549.32;CH-49
4286812302566719683;-6335071299142812468;195.400000;37.5;1534.25;CH-11
4286812302566719683;;;;;
4286812302566719683;8573154399888475873;192.300000;37.5;1558.98;CH-73
4286812302566719683;-24976536852483643;194.000000;37.5;1545.32;CH-39
4286812302566719683;;;;;
4286812302566719683;-7231239132366988608;195.150000;37.5;1536.22;CH-16
4286812302566719683;2897101242515364939;193.100000;37.5;1552.52;CH-57
4286812302566719683;;;;;
4286812302566719683;5023027271737781951;195.350000;37.5;1534.64;CH-12
429593920030087850;-7985152765983659341-snc::controlPlane;194.450000;37.500;1541.75;CH-30
429593920030087850;e272e170-1e2f-4cb4-b20d-c802319edd31;193.050000;37.500;1552.93;CH-58
429593920030087850;7596adfb-2c2d-44f4-99c8-54bb7bc70d59;192.626750;59.000;;
429593920030087850;5614993364106113273;191.400000;37.5;1566.31;CH-91
429593920030087850;-5011218146958349203;195.550000;37.5;1533.07;CH-8
429593920030087850;1274665245887875576-snc::controlPlane;193.593750;101.800;;
429593920030087850;;;;;
429593920030087850;1818526808578019188;193.900000;37.5;1546.12;CH-41
429593920030087850;5465984141894503877;193.500000;37.5;1549.32;CH-49
429593920030087850;-8274578891968037454-snc::controlPlane;192.837500;59.000;;
429593920030087850;c4cdbe8b-d5e7-4e61-a478-7b134d17abb5;193.950000;37.500;1545.72;CH-40
429593920030087850;2029ad18-f5d4-4ab8-a45b-0600931d0618;191.950000;59.000;1561.83;CH-80
429593920030087850;;;;;
429593920030087850;bef5fb6d-d4aa-4991-9677-4b9fc7621d40;195.100000;37.500;1536.61;CH-17
429593920030087850;;;;;
429593920030087850;1036346718459377454;192.100000;37.5;1560.61;CH-77
429593920030087850;4291502258179227684-snc::controlPlane;192.700000;37.500;1555.75;CH-65
429593920030087850;;;;;
429593920030087850;;;;;
429593920030087850;;;;;
429593920030087850;3622846316542596247;192.900000;37.5;1554.13;CH-61
429593920030087850;8997894336889076500;192.200000;37.5;1559.79;CH-75
429593920030087850;2222148051926885779-snc::controlPlane;193.437500;59.000;;
429593920030087850;-1374163676289171912-snc::controlPlane;193.156250;101.800;;
429593920030087850;;;;;
429593920030087850;;;;;
429593920030087850;-3991813839751002233-snc::controlPlane;193.687500;59.000;;
429593920030087850;;;;;
429593920030087850;;;;;
429593920030087850;;;;;
429593920030087850;6930424043194959127;194.000000;37.5;1545.32;CH-39
429593920030087850;;;;;
429593920030087850;-6497812163912797095;195.650000;37.5;1532.29;CH-6
433473942419682979;-4029656130207138954-snc::controlPlane;191.350000;37.500;1566.72;CH-92
433473942419682979;-2876004677132326238-snc::controlPlane;193.350000;59.000;1550.52;CH-52
433473942419682979;-3226727853462410173;193.600000;37.5;1548.51;CH-47
433473942419682979;cbb96c3f-7c78-4d78-83bb-9586b5376421;194.550000;37.500;1540.95;CH-28
433473942419682979;;;;;
433473942419682979;5673913454897810460;194.000000;37.5;1545.32;CH-39
433473942419682979;5d33ba51-336d-4d46-b8f9-ba280fa22725;192.200000;59.000;1559.79;CH-75
433473942419682979;5309425777019187137-snc::controlPlane;191.668750;101.800;;
433473942419682979;d39d0eb0-b968-400a-a9ea-28eb58b0f9f6;194.100000;37.500;1544.53;CH-37
433473942419682979;;;;;
433473942419682979;2836878345987666081;193.700000;37.5;1547.72;CH-45
433473942419682979;;;;;
433473942419682979;;;;;
433473942419682979;-7050725827306636206;191.950000;37.5;1561.83;CH-80
433473942419682979;;;;;
